name	path	emotion
f22_sad_13_glt	/groups/gac50538/arhmm/f22/sad/f22_sad_13_glt.wav	sad
f19_neu_06	/groups/gac50538/wav/f19/neu/f19_neu_06.wav	neu
m25_neu_40_spc	/groups/gac50538/arhmm/m25/neu/m25_neu_40_spc.wav	neu
f13_sad_39_spc	/groups/gac50538/arhmm/f13/sad/f13_sad_39_spc.wav	sad
f05_joy_05_glt	/groups/gac50538/arhmm/f05/joy/f05_joy_05_glt.wav	joy
m19_sad_34	/groups/gac50538/wav/m19/sad/m19_sad_34.wav	sad
f35_sad_18	/groups/gac50538/wav/f35/sad/f35_sad_18.wav	sad
m27_joy_38_glt	/groups/gac50538/arhmm/m27/joy/m27_joy_38_glt.wav	joy
m32_sad_04_spc	/groups/gac50538/arhmm/m32/sad/m32_sad_04_spc.wav	sad
f05_neu_11_spc	/groups/gac50538/arhmm/f05/neu/f05_neu_11_spc.wav	neu
m19_joy_26_spc	/groups/gac50538/arhmm/m19/joy/m19_joy_26_spc.wav	joy
f24_neu_22_glt	/groups/gac50538/arhmm/f24/neu/f24_neu_22_glt.wav	neu
m27_sad_21_glt	/groups/gac50538/arhmm/m27/sad/m27_sad_21_glt.wav	sad
m34_joy_15_spc	/groups/gac50538/arhmm/m34/joy/m34_joy_15_spc.wav	joy
m40_sad_37_spc	/groups/gac50538/arhmm/m40/sad/m40_sad_37_spc.wav	sad
m11_joy_31_glt	/groups/gac50538/arhmm/m11/joy/m11_joy_31_glt.wav	joy
m43_ang_13_glt	/groups/gac50538/arhmm/m43/ang/m43_ang_13_glt.wav	ang
f40_neu_33_spc	/groups/gac50538/arhmm/f40/neu/f40_neu_33_spc.wav	neu
f43_neu_15_glt	/groups/gac50538/arhmm/f43/neu/f43_neu_15_glt.wav	neu
m11_ang_10_glt	/groups/gac50538/arhmm/m11/ang/m11_ang_10_glt.wav	ang
f41_sad_39_glt	/groups/gac50538/arhmm/f41/sad/f41_sad_39_glt.wav	sad
f11_sad_13_spc	/groups/gac50538/arhmm/f11/sad/f11_sad_13_spc.wav	sad
m26_ang_21_glt	/groups/gac50538/arhmm/m26/ang/m26_ang_21_glt.wav	ang
f07_joy_06	/groups/gac50538/wav/f07/joy/f07_joy_06.wav	joy
m21_ang_23_spc	/groups/gac50538/arhmm/m21/ang/m21_ang_23_spc.wav	ang
m09_sad_12	/groups/gac50538/wav/m09/sad/m09_sad_12.wav	sad
f34_ang_04_spc	/groups/gac50538/arhmm/f34/ang/f34_ang_04_spc.wav	ang
f06_sad_02	/groups/gac50538/wav/f06/sad/f06_sad_02.wav	sad
m35_neu_18	/groups/gac50538/wav/m35/neu/m35_neu_18.wav	neu
m43_ang_32	/groups/gac50538/wav/m43/ang/m43_ang_32.wav	ang
f06_ang_14	/groups/gac50538/wav/f06/ang/f06_ang_14.wav	ang
f04_neu_27_glt	/groups/gac50538/arhmm/f04/neu/f04_neu_27_glt.wav	neu
f35_ang_14	/groups/gac50538/wav/f35/ang/f35_ang_14.wav	ang
f37_joy_40_spc	/groups/gac50538/arhmm/f37/joy/f37_joy_40_spc.wav	joy
m10_sad_29	/groups/gac50538/wav/m10/sad/m10_sad_29.wav	sad
f14_joy_03_glt	/groups/gac50538/arhmm/f14/joy/f14_joy_03_glt.wav	joy
f01_neu_40_glt	/groups/gac50538/arhmm/f01/neu/f01_neu_40_glt.wav	neu
m43_ang_02_glt	/groups/gac50538/arhmm/m43/ang/m43_ang_02_glt.wav	ang
m21_joy_35_spc	/groups/gac50538/arhmm/m21/joy/m21_joy_35_spc.wav	joy
f11_neu_39	/groups/gac50538/wav/f11/neu/f11_neu_39.wav	neu
m19_neu_29	/groups/gac50538/wav/m19/neu/m19_neu_29.wav	neu
m07_sad_16_spc	/groups/gac50538/arhmm/m07/sad/m07_sad_16_spc.wav	sad
m23_ang_38_glt	/groups/gac50538/arhmm/m23/ang/m23_ang_38_glt.wav	ang
f31_neu_21_spc	/groups/gac50538/arhmm/f31/neu/f31_neu_21_spc.wav	neu
m07_sad_04_glt	/groups/gac50538/arhmm/m07/sad/m07_sad_04_glt.wav	sad
m08_neu_32_glt	/groups/gac50538/arhmm/m08/neu/m08_neu_32_glt.wav	neu
m03_ang_26_glt	/groups/gac50538/arhmm/m03/ang/m03_ang_26_glt.wav	ang
f35_ang_03_spc	/groups/gac50538/arhmm/f35/ang/f35_ang_03_spc.wav	ang
f07_joy_20_glt	/groups/gac50538/arhmm/f07/joy/f07_joy_20_glt.wav	joy
f12_ang_21_glt	/groups/gac50538/arhmm/f12/ang/f12_ang_21_glt.wav	ang
f17_joy_27_spc	/groups/gac50538/arhmm/f17/joy/f17_joy_27_spc.wav	joy
m26_neu_26_spc	/groups/gac50538/arhmm/m26/neu/m26_neu_26_spc.wav	neu
f12_ang_02_glt	/groups/gac50538/arhmm/f12/ang/f12_ang_02_glt.wav	ang
m41_neu_06	/groups/gac50538/wav/m41/neu/m41_neu_06.wav	neu
m02_neu_32_spc	/groups/gac50538/arhmm/m02/neu/m02_neu_32_spc.wav	neu
m08_joy_07_glt	/groups/gac50538/arhmm/m08/joy/m08_joy_07_glt.wav	joy
f02_joy_11	/groups/gac50538/wav/f02/joy/f02_joy_11.wav	joy
f42_sad_11	/groups/gac50538/wav/f42/sad/f42_sad_11.wav	sad
m40_neu_03_spc	/groups/gac50538/arhmm/m40/neu/m40_neu_03_spc.wav	neu
f10_sad_24_glt	/groups/gac50538/arhmm/f10/sad/f10_sad_24_glt.wav	sad
f10_neu_02_glt	/groups/gac50538/arhmm/f10/neu/f10_neu_02_glt.wav	neu
m17_neu_38_glt	/groups/gac50538/arhmm/m17/neu/m17_neu_38_glt.wav	neu
f19_joy_40_spc	/groups/gac50538/arhmm/f19/joy/f19_joy_40_spc.wav	joy
m29_sad_05_spc	/groups/gac50538/arhmm/m29/sad/m29_sad_05_spc.wav	sad
f29_joy_34	/groups/gac50538/wav/f29/joy/f29_joy_34.wav	joy
m20_joy_07_glt	/groups/gac50538/arhmm/m20/joy/m20_joy_07_glt.wav	joy
f24_neu_08	/groups/gac50538/wav/f24/neu/f24_neu_08.wav	neu
f12_joy_09_glt	/groups/gac50538/arhmm/f12/joy/f12_joy_09_glt.wav	joy
f03_joy_36_glt	/groups/gac50538/arhmm/f03/joy/f03_joy_36_glt.wav	joy
m17_neu_14_spc	/groups/gac50538/arhmm/m17/neu/m17_neu_14_spc.wav	neu
f10_joy_13	/groups/gac50538/wav/f10/joy/f10_joy_13.wav	joy
m31_joy_05	/groups/gac50538/wav/m31/joy/m31_joy_05.wav	joy
m44_neu_13_glt	/groups/gac50538/arhmm/m44/neu/m44_neu_13_glt.wav	neu
f43_ang_36_spc	/groups/gac50538/arhmm/f43/ang/f43_ang_36_spc.wav	ang
f40_ang_06_spc	/groups/gac50538/arhmm/f40/ang/f40_ang_06_spc.wav	ang
f13_neu_06_spc	/groups/gac50538/arhmm/f13/neu/f13_neu_06_spc.wav	neu
m31_joy_08_glt	/groups/gac50538/arhmm/m31/joy/m31_joy_08_glt.wav	joy
m19_joy_35_spc	/groups/gac50538/arhmm/m19/joy/m19_joy_35_spc.wav	joy
m25_neu_04	/groups/gac50538/wav/m25/neu/m25_neu_04.wav	neu
f13_joy_24	/groups/gac50538/wav/f13/joy/f13_joy_24.wav	joy
f02_neu_09_spc	/groups/gac50538/arhmm/f02/neu/f02_neu_09_spc.wav	neu
f12_sad_33_glt	/groups/gac50538/arhmm/f12/sad/f12_sad_33_glt.wav	sad
f16_joy_19_spc	/groups/gac50538/arhmm/f16/joy/f16_joy_19_spc.wav	joy
m37_joy_29	/groups/gac50538/wav/m37/joy/m37_joy_29.wav	joy
m28_ang_13_spc	/groups/gac50538/arhmm/m28/ang/m28_ang_13_spc.wav	ang
m03_joy_07_spc	/groups/gac50538/arhmm/m03/joy/m03_joy_07_spc.wav	joy
m01_joy_12	/groups/gac50538/wav/m01/joy/m01_joy_12.wav	joy
f33_neu_15	/groups/gac50538/wav/f33/neu/f33_neu_15.wav	neu
f35_joy_13_glt	/groups/gac50538/arhmm/f35/joy/f35_joy_13_glt.wav	joy
f30_joy_35	/groups/gac50538/wav/f30/joy/f30_joy_35.wav	joy
f28_neu_27_spc	/groups/gac50538/arhmm/f28/neu/f28_neu_27_spc.wav	neu
m08_neu_23	/groups/gac50538/wav/m08/neu/m08_neu_23.wav	neu
f45_joy_29_glt	/groups/gac50538/arhmm/f45/joy/f45_joy_29_glt.wav	joy
f29_ang_34_spc	/groups/gac50538/arhmm/f29/ang/f29_ang_34_spc.wav	ang
m17_joy_27	/groups/gac50538/wav/m17/joy/m17_joy_27.wav	joy
f20_ang_34_glt	/groups/gac50538/arhmm/f20/ang/f20_ang_34_glt.wav	ang
m18_joy_40	/groups/gac50538/wav/m18/joy/m18_joy_40.wav	joy
f03_sad_33_glt	/groups/gac50538/arhmm/f03/sad/f03_sad_33_glt.wav	sad
f20_ang_34	/groups/gac50538/wav/f20/ang/f20_ang_34.wav	ang
m37_ang_12_glt	/groups/gac50538/arhmm/m37/ang/m37_ang_12_glt.wav	ang
m18_sad_14_spc	/groups/gac50538/arhmm/m18/sad/m18_sad_14_spc.wav	sad
m21_joy_10	/groups/gac50538/wav/m21/joy/m21_joy_10.wav	joy
m01_ang_06_spc	/groups/gac50538/arhmm/m01/ang/m01_ang_06_spc.wav	ang
f22_neu_39	/groups/gac50538/wav/f22/neu/f22_neu_39.wav	neu
m11_ang_29_glt	/groups/gac50538/arhmm/m11/ang/m11_ang_29_glt.wav	ang
f20_neu_38_glt	/groups/gac50538/arhmm/f20/neu/f20_neu_38_glt.wav	neu
m11_joy_28_glt	/groups/gac50538/arhmm/m11/joy/m11_joy_28_glt.wav	joy
m21_neu_39_spc	/groups/gac50538/arhmm/m21/neu/m21_neu_39_spc.wav	neu
f21_sad_40	/groups/gac50538/wav/f21/sad/f21_sad_40.wav	sad
f12_joy_35_glt	/groups/gac50538/arhmm/f12/joy/f12_joy_35_glt.wav	joy
m17_ang_34_spc	/groups/gac50538/arhmm/m17/ang/m17_ang_34_spc.wav	ang
m14_neu_40_spc	/groups/gac50538/arhmm/m14/neu/m14_neu_40_spc.wav	neu
m36_joy_06	/groups/gac50538/wav/m36/joy/m36_joy_06.wav	joy
m20_neu_13	/groups/gac50538/wav/m20/neu/m20_neu_13.wav	neu
m41_sad_40_spc	/groups/gac50538/arhmm/m41/sad/m41_sad_40_spc.wav	sad
m39_ang_03_glt	/groups/gac50538/arhmm/m39/ang/m39_ang_03_glt.wav	ang
f40_sad_17	/groups/gac50538/wav/f40/sad/f40_sad_17.wav	sad
m02_neu_12	/groups/gac50538/wav/m02/neu/m02_neu_12.wav	neu
f24_ang_29_spc	/groups/gac50538/arhmm/f24/ang/f24_ang_29_spc.wav	ang
f38_joy_21	/groups/gac50538/wav/f38/joy/f38_joy_21.wav	joy
f26_neu_35_spc	/groups/gac50538/arhmm/f26/neu/f26_neu_35_spc.wav	neu
m21_sad_20_spc	/groups/gac50538/arhmm/m21/sad/m21_sad_20_spc.wav	sad
f10_joy_13_glt	/groups/gac50538/arhmm/f10/joy/f10_joy_13_glt.wav	joy
f03_joy_37_glt	/groups/gac50538/arhmm/f03/joy/f03_joy_37_glt.wav	joy
m11_joy_38	/groups/gac50538/wav/m11/joy/m11_joy_38.wav	joy
m12_neu_22	/groups/gac50538/wav/m12/neu/m12_neu_22.wav	neu
m34_ang_04	/groups/gac50538/wav/m34/ang/m34_ang_04.wav	ang
m01_ang_03_glt	/groups/gac50538/arhmm/m01/ang/m01_ang_03_glt.wav	ang
f17_neu_03_spc	/groups/gac50538/arhmm/f17/neu/f17_neu_03_spc.wav	neu
m25_joy_20_glt	/groups/gac50538/arhmm/m25/joy/m25_joy_20_glt.wav	joy
f41_joy_37	/groups/gac50538/wav/f41/joy/f41_joy_37.wav	joy
m35_joy_12	/groups/gac50538/wav/m35/joy/m35_joy_12.wav	joy
f35_ang_17_glt	/groups/gac50538/arhmm/f35/ang/f35_ang_17_glt.wav	ang
m42_ang_13	/groups/gac50538/wav/m42/ang/m42_ang_13.wav	ang
m12_sad_14_glt	/groups/gac50538/arhmm/m12/sad/m12_sad_14_glt.wav	sad
m02_sad_31_glt	/groups/gac50538/arhmm/m02/sad/m02_sad_31_glt.wav	sad
m27_neu_06	/groups/gac50538/wav/m27/neu/m27_neu_06.wav	neu
m11_neu_14_glt	/groups/gac50538/arhmm/m11/neu/m11_neu_14_glt.wav	neu
f34_neu_10	/groups/gac50538/wav/f34/neu/f34_neu_10.wav	neu
f23_ang_22_glt	/groups/gac50538/arhmm/f23/ang/f23_ang_22_glt.wav	ang
m39_sad_07_spc	/groups/gac50538/arhmm/m39/sad/m39_sad_07_spc.wav	sad
m44_ang_40_glt	/groups/gac50538/arhmm/m44/ang/m44_ang_40_glt.wav	ang
f13_neu_22	/groups/gac50538/wav/f13/neu/f13_neu_22.wav	neu
f19_joy_28_glt	/groups/gac50538/arhmm/f19/joy/f19_joy_28_glt.wav	joy
f14_ang_06	/groups/gac50538/wav/f14/ang/f14_ang_06.wav	ang
m25_neu_34_spc	/groups/gac50538/arhmm/m25/neu/m25_neu_34_spc.wav	neu
f13_ang_27_spc	/groups/gac50538/arhmm/f13/ang/f13_ang_27_spc.wav	ang
f01_joy_30_spc	/groups/gac50538/arhmm/f01/joy/f01_joy_30_spc.wav	joy
m25_joy_26_spc	/groups/gac50538/arhmm/m25/joy/m25_joy_26_spc.wav	joy
m15_neu_38	/groups/gac50538/wav/m15/neu/m15_neu_38.wav	neu
m23_neu_30_glt	/groups/gac50538/arhmm/m23/neu/m23_neu_30_glt.wav	neu
m03_ang_21	/groups/gac50538/wav/m03/ang/m03_ang_21.wav	ang
f01_ang_34_glt	/groups/gac50538/arhmm/f01/ang/f01_ang_34_glt.wav	ang
f42_ang_38_spc	/groups/gac50538/arhmm/f42/ang/f42_ang_38_spc.wav	ang
m04_joy_10_glt	/groups/gac50538/arhmm/m04/joy/m04_joy_10_glt.wav	joy
m28_neu_21_glt	/groups/gac50538/arhmm/m28/neu/m28_neu_21_glt.wav	neu
m30_joy_13_spc	/groups/gac50538/arhmm/m30/joy/m30_joy_13_spc.wav	joy
m11_ang_23_glt	/groups/gac50538/arhmm/m11/ang/m11_ang_23_glt.wav	ang
f23_joy_05_spc	/groups/gac50538/arhmm/f23/joy/f23_joy_05_spc.wav	joy
f14_ang_05_glt	/groups/gac50538/arhmm/f14/ang/f14_ang_05_glt.wav	ang
f17_joy_30_glt	/groups/gac50538/arhmm/f17/joy/f17_joy_30_glt.wav	joy
f31_ang_37_spc	/groups/gac50538/arhmm/f31/ang/f31_ang_37_spc.wav	ang
f38_sad_27_spc	/groups/gac50538/arhmm/f38/sad/f38_sad_27_spc.wav	sad
f08_ang_07_spc	/groups/gac50538/arhmm/f08/ang/f08_ang_07_spc.wav	ang
m34_joy_34_spc	/groups/gac50538/arhmm/m34/joy/m34_joy_34_spc.wav	joy
m06_sad_26_glt	/groups/gac50538/arhmm/m06/sad/m06_sad_26_glt.wav	sad
m29_neu_02	/groups/gac50538/wav/m29/neu/m29_neu_02.wav	neu
f09_neu_28_glt	/groups/gac50538/arhmm/f09/neu/f09_neu_28_glt.wav	neu
f10_sad_36	/groups/gac50538/wav/f10/sad/f10_sad_36.wav	sad
f14_joy_28	/groups/gac50538/wav/f14/joy/f14_joy_28.wav	joy
f09_joy_34_spc	/groups/gac50538/arhmm/f09/joy/f09_joy_34_spc.wav	joy
m23_neu_14	/groups/gac50538/wav/m23/neu/m23_neu_14.wav	neu
f30_sad_05_glt	/groups/gac50538/arhmm/f30/sad/f30_sad_05_glt.wav	sad
m14_ang_17_spc	/groups/gac50538/arhmm/m14/ang/m14_ang_17_spc.wav	ang
f37_joy_20_spc	/groups/gac50538/arhmm/f37/joy/f37_joy_20_spc.wav	joy
f25_neu_31_spc	/groups/gac50538/arhmm/f25/neu/f25_neu_31_spc.wav	neu
f13_joy_36_spc	/groups/gac50538/arhmm/f13/joy/f13_joy_36_spc.wav	joy
f02_ang_16_glt	/groups/gac50538/arhmm/f02/ang/f02_ang_16_glt.wav	ang
f37_neu_11_glt	/groups/gac50538/arhmm/f37/neu/f37_neu_11_glt.wav	neu
f40_ang_09_spc	/groups/gac50538/arhmm/f40/ang/f40_ang_09_spc.wav	ang
f13_ang_01_glt	/groups/gac50538/arhmm/f13/ang/f13_ang_01_glt.wav	ang
m38_ang_35_spc	/groups/gac50538/arhmm/m38/ang/m38_ang_35_spc.wav	ang
f21_joy_01	/groups/gac50538/wav/f21/joy/f21_joy_01.wav	joy
f39_ang_04	/groups/gac50538/wav/f39/ang/f39_ang_04.wav	ang
f19_ang_30_glt	/groups/gac50538/arhmm/f19/ang/f19_ang_30_glt.wav	ang
m36_joy_32	/groups/gac50538/wav/m36/joy/m36_joy_32.wav	joy
m30_joy_27_glt	/groups/gac50538/arhmm/m30/joy/m30_joy_27_glt.wav	joy
m29_ang_28_glt	/groups/gac50538/arhmm/m29/ang/m29_ang_28_glt.wav	ang
m10_joy_04_glt	/groups/gac50538/arhmm/m10/joy/m10_joy_04_glt.wav	joy
f16_neu_01_spc	/groups/gac50538/arhmm/f16/neu/f16_neu_01_spc.wav	neu
f28_sad_28	/groups/gac50538/wav/f28/sad/f28_sad_28.wav	sad
f42_ang_15_glt	/groups/gac50538/arhmm/f42/ang/f42_ang_15_glt.wav	ang
m25_neu_40	/groups/gac50538/wav/m25/neu/m25_neu_40.wav	neu
m04_joy_12_spc	/groups/gac50538/arhmm/m04/joy/m04_joy_12_spc.wav	joy
f33_sad_12	/groups/gac50538/wav/f33/sad/f33_sad_12.wav	sad
f34_ang_14	/groups/gac50538/wav/f34/ang/f34_ang_14.wav	ang
m28_ang_21	/groups/gac50538/wav/m28/ang/m28_ang_21.wav	ang
m04_neu_23_spc	/groups/gac50538/arhmm/m04/neu/m04_neu_23_spc.wav	neu
f09_neu_23_spc	/groups/gac50538/arhmm/f09/neu/f09_neu_23_spc.wav	neu
m25_joy_36_spc	/groups/gac50538/arhmm/m25/joy/m25_joy_36_spc.wav	joy
m45_joy_34	/groups/gac50538/wav/m45/joy/m45_joy_34.wav	joy
f04_ang_18_glt	/groups/gac50538/arhmm/f04/ang/f04_ang_18_glt.wav	ang
m06_sad_24_glt	/groups/gac50538/arhmm/m06/sad/m06_sad_24_glt.wav	sad
f07_neu_02_spc	/groups/gac50538/arhmm/f07/neu/f07_neu_02_spc.wav	neu
m20_sad_22	/groups/gac50538/wav/m20/sad/m20_sad_22.wav	sad
f04_ang_12_glt	/groups/gac50538/arhmm/f04/ang/f04_ang_12_glt.wav	ang
m06_sad_20	/groups/gac50538/wav/m06/sad/m06_sad_20.wav	sad
m35_neu_24_spc	/groups/gac50538/arhmm/m35/neu/m35_neu_24_spc.wav	neu
f26_ang_04	/groups/gac50538/wav/f26/ang/f26_ang_04.wav	ang
m17_sad_25_glt	/groups/gac50538/arhmm/m17/sad/m17_sad_25_glt.wav	sad
m30_joy_02_spc	/groups/gac50538/arhmm/m30/joy/m30_joy_02_spc.wav	joy
m21_neu_20_spc	/groups/gac50538/arhmm/m21/neu/m21_neu_20_spc.wav	neu
f21_joy_25_spc	/groups/gac50538/arhmm/f21/joy/f21_joy_25_spc.wav	joy
m09_ang_39_glt	/groups/gac50538/arhmm/m09/ang/m09_ang_39_glt.wav	ang
m37_sad_14	/groups/gac50538/wav/m37/sad/m37_sad_14.wav	sad
f14_joy_15_spc	/groups/gac50538/arhmm/f14/joy/f14_joy_15_spc.wav	joy
m14_neu_11_spc	/groups/gac50538/arhmm/m14/neu/m14_neu_11_spc.wav	neu
m24_sad_31	/groups/gac50538/wav/m24/sad/m24_sad_31.wav	sad
m18_sad_32	/groups/gac50538/wav/m18/sad/m18_sad_32.wav	sad
f19_sad_15	/groups/gac50538/wav/f19/sad/f19_sad_15.wav	sad
m20_sad_35	/groups/gac50538/wav/m20/sad/m20_sad_35.wav	sad
f04_ang_30_glt	/groups/gac50538/arhmm/f04/ang/f04_ang_30_glt.wav	ang
m02_sad_33_spc	/groups/gac50538/arhmm/m02/sad/m02_sad_33_spc.wav	sad
f09_joy_15_glt	/groups/gac50538/arhmm/f09/joy/f09_joy_15_glt.wav	joy
m03_joy_25	/groups/gac50538/wav/m03/joy/m03_joy_25.wav	joy
m11_neu_06_spc	/groups/gac50538/arhmm/m11/neu/m11_neu_06_spc.wav	neu
m11_joy_13	/groups/gac50538/wav/m11/joy/m11_joy_13.wav	joy
f45_neu_27_glt	/groups/gac50538/arhmm/f45/neu/f45_neu_27_glt.wav	neu
f29_neu_24_glt	/groups/gac50538/arhmm/f29/neu/f29_neu_24_glt.wav	neu
f32_sad_33	/groups/gac50538/wav/f32/sad/f32_sad_33.wav	sad
f34_neu_14_spc	/groups/gac50538/arhmm/f34/neu/f34_neu_14_spc.wav	neu
f40_neu_14_glt	/groups/gac50538/arhmm/f40/neu/f40_neu_14_glt.wav	neu
m28_neu_38	/groups/gac50538/wav/m28/neu/m28_neu_38.wav	neu
m26_sad_06_spc	/groups/gac50538/arhmm/m26/sad/m26_sad_06_spc.wav	sad
m35_neu_40_spc	/groups/gac50538/arhmm/m35/neu/m35_neu_40_spc.wav	neu
f33_ang_37	/groups/gac50538/wav/f33/ang/f33_ang_37.wav	ang
f40_sad_27	/groups/gac50538/wav/f40/sad/f40_sad_27.wav	sad
m35_neu_13	/groups/gac50538/wav/m35/neu/m35_neu_13.wav	neu
m25_joy_17	/groups/gac50538/wav/m25/joy/m25_joy_17.wav	joy
m30_neu_20_spc	/groups/gac50538/arhmm/m30/neu/m30_neu_20_spc.wav	neu
m44_neu_28_spc	/groups/gac50538/arhmm/m44/neu/m44_neu_28_spc.wav	neu
m01_ang_34_spc	/groups/gac50538/arhmm/m01/ang/m01_ang_34_spc.wav	ang
m32_ang_39_glt	/groups/gac50538/arhmm/m32/ang/m32_ang_39_glt.wav	ang
m24_joy_14_spc	/groups/gac50538/arhmm/m24/joy/m24_joy_14_spc.wav	joy
m34_neu_33_spc	/groups/gac50538/arhmm/m34/neu/m34_neu_33_spc.wav	neu
m03_neu_04_glt	/groups/gac50538/arhmm/m03/neu/m03_neu_04_glt.wav	neu
m26_joy_02	/groups/gac50538/wav/m26/joy/m26_joy_02.wav	joy
m36_sad_13_glt	/groups/gac50538/arhmm/m36/sad/m36_sad_13_glt.wav	sad
f03_ang_10	/groups/gac50538/wav/f03/ang/f03_ang_10.wav	ang
m12_ang_26	/groups/gac50538/wav/m12/ang/m12_ang_26.wav	ang
f21_ang_06_glt	/groups/gac50538/arhmm/f21/ang/f21_ang_06_glt.wav	ang
f37_joy_38_spc	/groups/gac50538/arhmm/f37/joy/f37_joy_38_spc.wav	joy
m05_neu_24_glt	/groups/gac50538/arhmm/m05/neu/m05_neu_24_glt.wav	neu
f31_ang_14_spc	/groups/gac50538/arhmm/f31/ang/f31_ang_14_spc.wav	ang
f32_joy_07	/groups/gac50538/wav/f32/joy/f32_joy_07.wav	joy
m31_neu_32_spc	/groups/gac50538/arhmm/m31/neu/m31_neu_32_spc.wav	neu
m10_joy_10_glt	/groups/gac50538/arhmm/m10/joy/m10_joy_10_glt.wav	joy
m37_ang_13_spc	/groups/gac50538/arhmm/m37/ang/m37_ang_13_spc.wav	ang
f32_neu_12_spc	/groups/gac50538/arhmm/f32/neu/f32_neu_12_spc.wav	neu
f02_ang_07_spc	/groups/gac50538/arhmm/f02/ang/f02_ang_07_spc.wav	ang
f16_neu_26_glt	/groups/gac50538/arhmm/f16/neu/f16_neu_26_glt.wav	neu
f16_neu_12_glt	/groups/gac50538/arhmm/f16/neu/f16_neu_12_glt.wav	neu
m36_neu_37_spc	/groups/gac50538/arhmm/m36/neu/m36_neu_37_spc.wav	neu
m17_sad_04_spc	/groups/gac50538/arhmm/m17/sad/m17_sad_04_spc.wav	sad
